,Date,Basic Materials_SectorVolatility_7d_tplus7,Basic Materials_SectorReturn_avg_sum7d_fwd,Basic Materials_SectorVolatility_7d,Basic Materials_SectorReturn_avg,Basic Materials_GPR_Threat_Daily,Consumer Cyclicals_SectorVolatility_7d_tplus7,Consumer Cyclicals_SectorReturn_avg_sum7d_fwd,Consumer Cyclicals_SectorVolatility_7d,Consumer Cyclicals_SectorReturn_avg,Consumer Cyclicals_ArticlesCount_Daily,Consumer Non-Cyclicals_SectorVolatility_7d_tplus7,Consumer Non-Cyclicals_SectorReturn_avg_sum7d_fwd,Consumer Non-Cyclicals_SectorVolatility_7d,Consumer Non-Cyclicals_SectorReturn_avg,Consumer Non-Cyclicals_GPR_Threat_Daily,Energy_SectorVolatility_7d_tplus7,Energy_SectorReturn_avg_sum7d_fwd,Energy_SectorVolatility_7d,Energy_SectorReturn_avg,Energy_GPR_Threat_Daily,Financials_SectorVolatility_7d_tplus7,Financials_SectorReturn_avg_sum7d_fwd,Financials_SectorVolatility_7d,Financials_SectorReturn_avg,Financials_GPR_Threat_Daily,Industrials_SectorVolatility_7d_tplus7,Industrials_SectorReturn_avg_sum7d_fwd,Industrials_SectorVolatility_7d,Industrials_SectorReturn_avg,Industrials_ArticlesCount_Daily,Infrastuctures_SectorVolatility_7d_tplus7,Infrastuctures_SectorReturn_avg_sum7d_fwd,Infrastuctures_SectorVolatility_7d,Infrastuctures_SectorReturn_avg,Infrastuctures_GPR_Daily,Kesehatan_SectorVolatility_7d_tplus7,Kesehatan_SectorReturn_avg_sum7d_fwd,Kesehatan_SectorVolatility_7d,Kesehatan_SectorReturn_avg,Properties & Real Estate_SectorVolatility_7d_tplus7,Properties & Real Estate_SectorReturn_avg_sum7d_fwd,Properties & Real Estate_SectorVolatility_7d,Properties & Real Estate_SectorReturn_avg,Properties & Real Estate_GPR_Threat_Daily,Technology_SectorVolatility_7d_tplus7,Technology_SectorReturn_avg_sum7d_fwd,Technology_SectorVolatility_7d,Technology_SectorReturn_avg,Technology_GPR_Action_Daily,Transportation & Logistic_SectorVolatility_7d_tplus7,Transportation & Logistic_SectorReturn_avg_sum7d_fwd,Transportation & Logistic_SectorVolatility_7d,Transportation & Logistic_SectorReturn_avg,Transportation & Logistic_GPR_Action_Daily
0,2015-01-09,0.0145364571416031,-0.0179231945462812,0.0256952282205439,0.01129540588142,386.426700592041,0.0185694566577614,0.0,0.0852621069076436,0.0,4915.0,0.0112844035065851,-0.0167469569289589,0.011598729949981,0.0005545172619169,386.426700592041,0.0204802691541297,-0.0268534077779267,0.0146442151607329,0.0,386.426700592041,0.0101407885278646,0.0071205374784187,0.0115096682035177,0.0041696724859328,386.426700592041,0.0212696893406947,-0.0057715674362089,0.0186441378803348,0.0,4915.0,0.0095795664705408,-0.0028111808706021996,0.01448719284105,0.0,549.5675983428955,0.0090896423568026,-0.0099465307023378,0.0099270052456088,0.0,0.0173610576821588,-0.005855634000335,0.0197433908334188,0.0066189199280404,386.426700592041,0.0158429553660976,-0.017467565559651302,0.0125661745010488,0.0,730.9979343414307,0.0122700293849587,-0.0036488951956213,0.0294243039982739,0.0,730.9979343414307
1,2015-01-12,0.0139571024381409,-0.029218600427701198,0.0244532286682108,-0.0098409405510102,523.4336585998535,0.020425410909053,0.0,0.0565732020340857,0.0,5060.0,0.0124442890695115,-0.0173014741908758,0.0110523456897298,0.0,523.4336585998535,0.0216884048149161,-0.0268534077779267,0.0145855985163679,0.0,523.4336585998535,0.0094491523555559,-0.0017697803615624001,0.0145739891878491,0.0,523.4336585998535,0.0204712293212638,-0.0057715674362089,0.0185077998266821,0.0,5060.0,0.0095795664705408,-0.0028111808706021996,0.0149935213292371,-0.0024934865655418,761.8869476318359,0.0091433468315872,-0.012803391771441599,0.0096635602685059,-0.0023153554854909,0.0164876548061778,-0.0124745539283754,0.0208094951113174,-0.0065753978958725,523.4336585998535,0.0154047542266921,-0.017467565559651302,0.0081888626071691,0.0,1114.1243209838867,0.0154326098235096,-0.011771114753947199,0.0258885767571004,0.0,1114.1243209838867
2,2015-01-13,0.014091821132336,-0.0217430496061407,0.0167897585323261,-0.0010488198017178,570.8959465026855,0.0231755071503062,0.0,0.0231630973301108,0.0,5131.0,0.0112448747006198,-0.0173014741908758,0.0114994545200935,-0.0001850443078314,570.8959465026855,0.0207112150044695,-0.0268534077779267,0.0118779987143767,0.0,570.8959465026855,0.0082838427453731,-0.0017697803615624001,0.0147149290376512,0.0063816490828216,570.8959465026855,0.0244216588925647,-0.0057715674362089,0.0220579791957458,0.0,5131.0,0.009484740717043,-0.00031769430506039956,0.01638261638691,0.0026571947615303,846.6182022094727,0.010115414429781,-0.003988094575577801,0.010152080179377,-0.003638831815126,0.0169753727556396,-0.0058991560325029,0.0168450412427907,0.0,570.8959465026855,0.0167772563392012,-0.0245461951601278,0.004780661411905,0.0,1268.447723388672,0.0131415787972743,-0.011771114753947199,0.0173670653487613,-0.0036488951956213,1268.447723388672
3,2015-01-14,0.0148091005154962,-0.0183175967481291,0.0193113294561301,-0.0184194920405088,586.2568054199219,0.0206849172380364,0.0033222591362125,0.0225817418608688,0.0,5203.0,0.0128466250117848,-0.0123355597416737,0.0149444339720157,-0.0117220015266126,586.2568054199219,0.0209738999953226,-0.022179514342697,0.0171470161647443,-0.0207290922087206,586.2568054199219,0.0099285503804099,-0.012333107569997,0.0138644330029994,-0.0057677800840568,586.2568054199219,0.0184454591626583,-0.0057715674362089,0.0193804712105926,-0.0057715674362089,5203.0,0.0087733743111323,-0.0029748890665906996,0.0164858675222448,-0.0052834879900546,856.2491073608398,0.0154347612869911,0.016556395690703697,0.0113849077117441,-0.0026620560952851,0.0166294925851903,0.0232740225043727,0.0169783267088624,-0.0165642714096602,586.2568054199219,0.0166077392038463,-0.0245461951601278,0.0042433692726488,0.0,1327.1351470947266,0.0176319439137323,-0.0081222195583259,0.0179979372165372,0.0,1327.1351470947266
4,2015-01-15,0.0081103026300369,0.0022284536433405,0.0188410399667681,0.0,476.5794639587402,0.0215064295856884,0.0054756306088614,0.0233934909229588,0.0,5301.0,0.012734395210548,0.0005004180613700007,0.0126022658366347,0.0,476.5794639587402,0.0220986656602404,-0.001450422133976401,0.0170886420598841,0.0,476.5794639587402,0.0132312260987294,0.002903504276176099,0.0099835163182129,0.0,476.5794639587402,0.0157172920825821,0.0,0.0196909831931862,0.0,5301.0,0.0081590226300835,0.0057783507869504005,0.0150797264315655,0.0023085989234639,820.3991165161133,0.0147441891437598,0.027035633758951197,0.0109942059315461,-0.0022854915225095,0.0194588338273266,0.0398382939140329,0.014131166490987,0.0106651153771573,476.5794639587402,0.0167719715002442,-0.0204515126382521,0.0063272823496194,0.0010373443983402,1352.5748596191406,0.0197720667464888,-0.0081222195583259,0.016258774741439,0.0,1352.5748596191406
5,2015-01-16,0.0118526597501933,-0.0030327945424359,0.0199036608381247,0.0045871559633027,531.9919471740723,0.0123638015925867,0.0054756306088614,0.0191288655811475,0.0,5352.0,0.0137240932076467,-0.002227926952316499,0.0126568081707888,-0.0053944283564318,531.9919471740723,0.0219825258469685,-0.009924998405162802,0.0170886420598841,-0.0023980815347721,531.9919471740723,0.0143391893293146,0.002903504276176099,0.0129260925174925,0.0,531.9919471740723,0.0168443481051024,0.0,0.0185456476190093,0.0,5352.0,0.0128952888682308,-0.0066660293566321,0.0095795664705408,0.0,911.7942428588868,0.0166648534343455,0.020168048908593396,0.0094745636535731,0.0,0.0183567498462029,0.0259009490801324,0.0155460015342463,0.0,531.9919471740723,0.0146932830939451,-0.0214888570365923,0.0164460530351532,-0.02353616532721,1497.7896347045898,0.0200941242679369,-0.0160851299799242,0.0119828248055787,0.0,1497.7896347045898
6,2015-01-19,0.0117628031109585,-0.0076199505057386,0.0145364571416031,-0.0044965039977671,494.3765068054199,0.0123638015925867,0.0032611518255221002,0.0185694566577614,0.0,5385.0,0.0114756217623922,0.0038900248871949006,0.0112844035065851,0.0,494.3765068054199,0.0219125916952325,-0.002767351782335302,0.0204802691541297,-0.003726234034434,494.3765068054199,0.0136442362197205,0.002903504276176099,0.0101407885278646,0.0023369959937211,494.3765068054199,0.0208267113108395,0.0070300043484563,0.0212696893406947,0.0,5385.0,0.0097036242194301,-0.0066660293566321,0.0095795664705408,0.0,835.4632263183594,0.016290824818546,0.021518065372208794,0.0090896423568026,0.0009552042160737,0.0153805436334133,0.0259009490801324,0.0173610576821588,0.0,494.3765068054199,0.0074727687788628,0.0020473082906177003,0.0158429553660976,0.0050312553692185,1322.5656814575195,0.0205685383625896,-0.0160851299799242,0.0122700293849587,0.0,1322.5656814575195
7,2015-01-20,0.0140047718138899,-0.0042061663000892,0.0139571024381409,0.0,534.760555267334,0.0123638015925867,0.0032611518255221002,0.020425410909053,0.0,5357.0,0.0121151062866797,0.0035383503237779008,0.0124442890695115,0.0,534.760555267334,0.0189510958354548,0.0009588822520986986,0.0216884048149161,0.0,534.760555267334,0.0135172637396138,-0.0034680180411001014,0.0094491523555559,-0.0047206453540483,534.760555267334,0.0209155537606562,0.0070300043484563,0.0204712293212638,0.0,5357.0,0.0132747671046287,-0.0066660293566321,0.0095795664705408,0.0,859.1997528076172,0.0161411082178289,0.021912526202765896,0.0091433468315872,-0.0028568610691038,0.0173315524075549,0.0218343116809318,0.0164876548061778,0.0,534.760555267334,0.0084260567296641,0.0052615095065461,0.0154047542266921,0.0,1314.4826126098633,0.0213108039165065,-0.0160851299799242,0.0154326098235096,-0.0081222195583259,1314.4826126098633
8,2015-01-21,0.0164934372845643,0.0018108759334709004,0.014091821132336,-0.0023653897294497,581.2500343322754,0.0123638015925867,0.0032611518255221002,0.0231755071503062,0.0,5373.0,0.0128295618570325,-0.0009219857902285993,0.0112448747006198,0.0,581.2500343322754,0.017339227925124,-0.005330425924001901,0.0207112150044695,0.0,581.2500343322754,0.0119954040036305,0.0012526273129481987,0.0082838427453731,0.0,581.2500343322754,0.0209155537606562,0.011786435439661,0.0244216588925647,0.0,5373.0,0.0116337691856303,-0.0066660293566321,0.009484740717043,0.0,919.3171310424804,0.0133123463662367,0.029093898602089396,0.010115414429781,0.0064999417103729,0.0161838317020778,0.0243499196534739,0.0169753727556396,0.0,581.2500343322754,0.0174777395507944,0.0325513045800526,0.0167772563392012,-0.0070786296004765,1352.5981063842771,0.030282658538561,-0.0079629104215983,0.0131415787972743,0.0,1352.5981063842771
9,2015-01-22,0.0187339555773389,0.0063303081967128,0.0148091005154962,0.0023766330562938,626.7110137939453,0.0132655334452596,0.0054854820731424,0.0206849172380364,0.0033222591362125,5324.0,0.0118740773915311,-0.0005495540176603992,0.0128466250117848,0.0047808701413707,626.7110137939453,0.0157529836055635,-0.005330425924001901,0.0209738999953226,0.0046738934352297,626.7110137939453,0.0116878738093956,0.0012526273129481987,0.0099285503804099,-0.004181678125613,626.7110137939453,0.0179106519541885,0.011786435439661,0.0184454591626583,0.0,5324.0,0.0115481393275511,-0.0066660293566321,0.0087733743111323,0.0,885.0705108642578,0.0151652421533513,0.030609664912925195,0.0154347612869911,0.0169056584511555,0.0202737514308581,0.024349919653473905,0.0166294925851903,0.0291731785368756,626.7110137939453,0.0162990742743847,0.0531661606802769,0.0166077392038463,0.0,1231.0161361694336,0.0260536325441616,-0.0079629104215983,0.0176319439137323,0.0,1231.0161361694336
